id,Date,Portfolio name,Currency,Campaign Name,Ad Group Name,Targeting,Match Type,Customer Search Term,Impressions,Clicks,Click-Thru Rate (CTR),Cost Per Click (CPC),Spend,14 Day Total Sales ,Total Advertising Cost of Sales (ACOS) ,Total Return on Advertising Spend (ROAS),14 Day Total Orders (#),14 Day Total Units (#),14 Day Conversion Rate,14 Day Advertised ASIN Units (#),14 Day Brand Halo ASIN Units (#),14 Day Advertised ASIN Sales ,14 Day Brand Halo ASIN Sales 
4415,2025-09-03,No Portfolio,INR,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,plant with pot,PHRASE,brazilian wood plant with pot,70,2,0.02857143,2.61,5.22,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4416,2025-09-04,No Portfolio,INR,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,plant with pot,PHRASE,brazilian wood plant with pot,35,1,0.02857143,3.19,3.19,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4417,2025-09-05,No Portfolio,INR,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,plant with pot,PHRASE,brazilian wood plant with pot,55,1,0.01818182,3.12,3.12,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4418,2025-08-30,No Portfolio,INR,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,plant with pot,PHRASE,live plants with pots,15,1,0.06666667,3.19,3.19,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4419,2025-08-31,No Portfolio,INR,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,plant with pot,PHRASE,live plants with pots,87,1,0.01149425,3.14,3.14,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4420,2025-09-05,No Portfolio,INR,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,plant with pot,PHRASE,live plants with pots,11,1,0.09090909,3.19,3.19,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4421,2025-09-01,No Portfolio,INR,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,plant with pot,PHRASE,natural plants with pot indoor,19,1,0.05263158,1.39,1.39,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4422,2025-09-05,No Portfolio,INR,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,plant with pot,PHRASE,natural plants with pot indoor,11,1,0.09090909,2.51,2.51,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4423,2025-08-30,No Portfolio,INR,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,plant with pot,PHRASE,real plant with pot for living room,31,1,0.03225806,3.08,3.08,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4424,2025-09-01,No Portfolio,INR,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,plant with pot,PHRASE,real plant with pot for living room,37,1,0.02702703,3.04,3.04,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4425,2025-09-03,No Portfolio,INR,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,bamboo plant,PHRASE,4 layer bamboo plant,3,1,0.3333333,3.5,3.5,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4426,2025-08-30,No Portfolio,INR,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,bamboo plant,PHRASE,bamboo plant,89,1,0.01123596,3.4,3.4,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4427,2025-09-04,No Portfolio,INR,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,bamboo plant,PHRASE,bamboo plant,68,1,0.01470588,1.9,1.9,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4428,2025-08-31,No Portfolio,INR,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,bamboo plant,PHRASE,bamboo plant glass pot,5,1,0.2,3.34,3.34,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4429,2025-08-30,No Portfolio,INR,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,bamboo plant,PHRASE,bamboo plant live with pot,2,1,0.5,3.08,3.08,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4430,2025-08-31,No Portfolio,INR,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,bamboo plant,PHRASE,bamboo plant pot only,17,1,0.05882353,1.95,1.95,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4431,2025-09-01,No Portfolio,INR,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,bamboo plant,PHRASE,bamboo plant pot only,9,1,0.1111111,2.26,2.26,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4432,2025-09-02,No Portfolio,INR,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,bamboo plant,PHRASE,bamboo plant with ceramic pot,44,1,0.02272727,3.49,3.49,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4433,2025-09-03,No Portfolio,INR,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,bamboo plant,PHRASE,bamboo plant with ceramic pot,53,2,0.03773585,3.365,6.73,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4434,2025-08-31,No Portfolio,INR,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,bamboo plant,PHRASE,bamboo plants,9,1,0.1111111,2.94,2.94,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4435,2025-08-30,No Portfolio,INR,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,bamboo plant,PHRASE,bamboo plants for home decoration,442,4,0.00904977,3.4725,13.89,298.0,0.04661074,21.4542836573074,1,2,0.25,0,2,0.0,298.0
4436,2025-08-31,No Portfolio,INR,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,bamboo plant,PHRASE,bamboo plants for home decoration,525,5,0.00952381,3.4,17.0,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4437,2025-09-01,No Portfolio,INR,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,bamboo plant,PHRASE,bamboo plants for home decoration,491,2,0.00407332,3.415,6.83,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4438,2025-09-02,No Portfolio,INR,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,bamboo plant,PHRASE,bamboo plants for home decoration,523,6,0.01147228,3.29333333333333,19.76,798.0,0.0247619,40.3846153846154,1,1,0.1666667,0,1,0.0,798.0
4439,2025-09-03,No Portfolio,INR,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,bamboo plant,PHRASE,bamboo plants for home decoration,521,5,0.00959693,3.3,16.5,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4440,2025-09-04,No Portfolio,INR,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,bamboo plant,PHRASE,bamboo plants for home decoration,498,10,0.02008032,3.172,31.72,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4441,2025-09-05,No Portfolio,INR,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,bamboo plant,PHRASE,bamboo plants for home decoration,493,3,0.00608519,3.08666666666667,9.26,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4442,2025-08-30,No Portfolio,INR,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,bamboo plant,PHRASE,bamboo plants for home decoration in crystal pot,1,1,1.0,3.39,3.39,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4443,2025-08-31,No Portfolio,INR,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,bamboo plant,PHRASE,big bamboo plants for home decoration,7,1,0.1428571,3.39,3.39,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4444,2025-09-01,No Portfolio,INR,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,bamboo plant,PHRASE,big bamboo plants for home decoration,2,1,0.5,3.48,3.48,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4445,2025-08-31,No Portfolio,INR,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,bamboo plant,PHRASE,brazilian bamboo plant for home,4,1,0.25,2.51,2.51,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4446,2025-08-31,No Portfolio,INR,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,bamboo plant,PHRASE,chinese bamboo plant,6,1,0.1666667,3.19,3.19,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4447,2025-09-03,No Portfolio,INR,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,bamboo plant,PHRASE,chinese bamboo plant,7,1,0.1428571,3.45,3.45,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4448,2025-09-04,No Portfolio,INR,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,bamboo plant,PHRASE,indoor bamboo plants for living room,1,1,1.0,3.5,3.5,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4449,2025-08-30,No Portfolio,INR,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,bamboo plant,PHRASE,live bamboo plant big size,5,1,0.2,3.46,3.46,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4450,2025-08-30,No Portfolio,INR,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,bamboo plant,PHRASE,live bamboo plants for indoor,9,1,0.1111111,2.86,2.86,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4451,2025-08-31,No Portfolio,INR,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,bamboo plant,PHRASE,long bamboo plant live,2,1,0.5,3.5,3.5,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4452,2025-09-02,No Portfolio,INR,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,bamboo plant,PHRASE,lucky wheel bamboo plant,3,1,0.3333333,3.31,3.31,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4453,2025-09-04,No Portfolio,INR,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,bamboo plant,PHRASE,lucky wheel bamboo plant,2,1,0.5,3.49,3.49,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4454,2025-09-05,No Portfolio,INR,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,bamboo plant,PHRASE,red bamboo plant,14,1,0.07142857,3.5,3.5,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4455,2025-08-31,No Portfolio,INR,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,bamboo plant,PHRASE,spiral bamboo plant indoor,34,2,0.05882353,3.475,6.95,698.0,0.00995702,100.431654676259,1,1,0.5,1,0,698.0,0.0
4456,2025-09-01,No Portfolio,INR,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,bamboo plant,PHRASE,spiral bamboo plant indoor,18,1,0.05555556,2.87,2.87,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4457,2025-09-03,No Portfolio,INR,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,bamboo plant,PHRASE,spiral bamboo plant indoor,17,1,0.05882353,3.25,3.25,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4458,2025-09-04,No Portfolio,INR,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,bamboo plant,PHRASE,spiral bamboo plant indoor,17,1,0.05882353,3.17,3.17,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4459,2025-08-30,No Portfolio,INR,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,bamboo plant,PHRASE,spiral bamboo plants for home decoration glass pot,1,1,1.0,2.68,2.68,698.0,0.00383954,260.44776119403,1,1,1.0,1,0,698.0,0.0
4460,2025-09-04,No Portfolio,INR,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,bamboo plant,PHRASE,types of bamboo plants,3,1,0.3333333,2.89,2.89,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4461,2025-09-04,No Portfolio,INR,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,Orange Bamboo - SP - Generic - KT - Phrase - SP-GKT2,bamboo plant,PHRASE,आफ्रिकन bamboo plant,2,1,0.5,2.51,2.51,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4462,2025-08-30,LOTUS SEEDS,INR,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,hybrid lotus seed,PHRASE,hybrid lotus seeds,109,2,0.01834862,5.16,10.32,149.0,0.06926174,14.437984496124,1,1,0.5,1,0,149.0,0.0
4463,2025-08-31,LOTUS SEEDS,INR,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,hybrid lotus seed,PHRASE,hybrid lotus seeds,213,3,0.01408451,4.88666666666667,14.66,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4464,2025-09-01,LOTUS SEEDS,INR,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,hybrid lotus seed,PHRASE,hybrid lotus seeds,113,2,0.01769912,4.96,9.92,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4465,2025-09-02,LOTUS SEEDS,INR,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,hybrid lotus seed,PHRASE,hybrid lotus seeds,190,3,0.01578947,4.47666666666667,13.43,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4466,2025-09-03,LOTUS SEEDS,INR,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,hybrid lotus seed,PHRASE,hybrid lotus seeds,160,2,0.0125,4.52,9.04,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4467,2025-09-05,LOTUS SEEDS,INR,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,hybrid lotus seed,PHRASE,hybrid lotus seeds,302,2,0.00662252,4.47,8.94,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4468,2025-08-30,LOTUS SEEDS,INR,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,lotus flower seed,PHRASE,all season lotus flower seeds,12,1,0.08333333,5.16,5.16,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4469,2025-09-05,LOTUS SEEDS,INR,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,lotus flower seed,PHRASE,all season lotus flower seeds,12,1,0.08333333,5.36,5.36,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4470,2025-08-30,LOTUS SEEDS,INR,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,lotus flower seed,PHRASE,amulya farms lotus flower seeds,113,1,0.00884956,5.49,5.49,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4471,2025-09-01,LOTUS SEEDS,INR,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,lotus flower seed,PHRASE,amulya farms lotus flower seeds,36,1,0.02777778,5.08,5.08,149.0,0.03409396,29.3307086614173,1,1,1.0,1,0,149.0,0.0
4472,2025-09-04,LOTUS SEEDS,INR,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,lotus flower seed,PHRASE,amulya farms lotus flower seeds,133,2,0.01503759,5.125,10.25,149.0,0.06879195,14.5365853658537,1,1,0.5,1,0,149.0,0.0
4473,2025-09-03,LOTUS SEEDS,INR,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,lotus flower seed,PHRASE,blue lotus flower seeds,32,1,0.03125,5.36,5.36,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4474,2025-09-01,LOTUS SEEDS,INR,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,lotus flower seed,PHRASE,bonsai lotus flower seeds,58,1,0.01724138,4.91,4.91,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4475,2025-09-04,LOTUS SEEDS,INR,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,lotus flower seed,PHRASE,bonsai lotus flower seeds,41,1,0.02439024,5.11,5.11,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4476,2025-09-04,LOTUS SEEDS,INR,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,lotus flower seed,PHRASE,chinese lotus flower seed,12,1,0.08333333,5.42,5.42,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4477,2025-09-03,LOTUS SEEDS,INR,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,lotus flower seed,PHRASE,hybrid lotus flower seeds,12,1,0.08333333,5.46,5.46,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4478,2025-09-03,LOTUS SEEDS,INR,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,lotus flower seed,PHRASE,japanese lotus flower seeds,5,1,0.2,5.5,5.5,149.0,0.03691275,27.0909090909091,1,1,1.0,1,0,149.0,0.0
4479,2025-09-04,LOTUS SEEDS,INR,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,lotus flower seed,PHRASE,lotus flower seed,21,1,0.04761905,5.5,5.5,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4480,2025-08-30,LOTUS SEEDS,INR,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,lotus flower seed,PHRASE,lotus flower seeds,34,1,0.02941176,5.12,5.12,149.0,0.03436242,29.1015625,1,1,1.0,1,0,149.0,0.0
4481,2025-09-03,LOTUS SEEDS,INR,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,lotus flower seed,PHRASE,lotus flower seeds,79,1,0.01265823,5.13,5.13,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4482,2025-09-04,LOTUS SEEDS,INR,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,lotus flower seed,PHRASE,lotus flower seeds,105,3,0.02857143,4.91333333333333,14.74,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4483,2025-08-31,LOTUS SEEDS,INR,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,lotus flower seed,PHRASE,lotus flower seeds buy 1 get 1 free [ 100 seed ],101,2,0.01980198,5.375,10.75,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4484,2025-09-02,LOTUS SEEDS,INR,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,lotus flower seed,PHRASE,lotus flower seeds buy 1 get 1 free [ 100 seed ],109,1,0.00917431,5.42,5.42,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4485,2025-09-02,LOTUS SEEDS,INR,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,lotus flower seed,PHRASE,lotus flower seeds for home garden,447,3,0.00671141,4.81666666666667,14.45,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4486,2025-09-03,LOTUS SEEDS,INR,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,lotus flower seed,PHRASE,lotus flower seeds for home garden,690,7,0.01014493,5.12428571428571,35.87,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4487,2025-09-04,LOTUS SEEDS,INR,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,lotus flower seed,PHRASE,lotus flower seeds for home garden,807,8,0.00991326,4.8525,38.82,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4488,2025-09-05,LOTUS SEEDS,INR,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,lotus flower seed,PHRASE,lotus flower seeds for home garden,250,4,0.016,4.685,18.74,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4489,2025-09-04,LOTUS SEEDS,INR,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,lotus flower seed,PHRASE,lotus flower seeds for water,68,1,0.01470588,5.36,5.36,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4490,2025-09-05,LOTUS SEEDS,INR,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,lotus flower seed,PHRASE,lotus flower seeds for water,30,1,0.03333333,5.46,5.46,149.0,0.0366443,27.2893772893773,1,1,1.0,1,0,149.0,0.0
4491,2025-08-30,LOTUS SEEDS,INR,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,lotus flower seed,PHRASE,lotus flower seeds online,7,1,0.1428571,5.32,5.32,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4492,2025-09-05,LOTUS SEEDS,INR,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,lotus flower seed,PHRASE,lotus flower seeds pack of 100,3,1,0.3333333,5.5,5.5,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4493,2025-08-30,LOTUS SEEDS,INR,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,lotus flower seed,PHRASE,lucky lotus flower seeds,210,1,0.0047619,5.07,5.07,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4494,2025-08-31,LOTUS SEEDS,INR,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,lotus flower seed,PHRASE,lucky lotus flower seeds,286,1,0.0034965,5.29,5.29,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4495,2025-08-31,LOTUS SEEDS,INR,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,Lotus seed - B0FBN52MFP- SP - KT - Generic - Phrase 2 - SP-GKT2,lotus flower seed,PHRASE,premium lotus flower seeds,145,1,0.00689655,3.88,3.88,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
